Airline,Source,Destination,Total_Stops,Month_of_Journey,Day_of_Journey,Duration_in_minute,Price
SpiceJet,Kolkata,Banglore,non-stop,5,21,155,3873
IndiGo,Kolkata,Banglore,non-stop,12,3,160,4148
IndiGo,Kolkata,Banglore,1 stop,3,24,345,9319
Jet Airways,Delhi,Cochin,1 stop,1,6,1680,14714
IndiGo,Delhi,Cochin,1 stop,9,3,810,12351
SpiceJet,Mumbai,Hyderabad,non-stop,3,18,80,2437
IndiGo,Chennai,Kolkata,non-stop,6,5,140,3597
Vistara,Chennai,Kolkata,non-stop,5,18,140,11982
Air Asia,Banglore,Delhi,non-stop,1,4,170,4282
Jet Airways,Banglore,New Delhi,1 stop,1,3,315,22270
Air Asia,Kolkata,Banglore,1 stop,6,6,710,6810
Multiple carriers,Delhi,Cochin,1 stop,3,6,645,7677
IndiGo,Banglore,New Delhi,non-stop,3,15,175,8855
Air India,Delhi,Cochin,1 stop,3,27,765,5117
SpiceJet,Banglore,Delhi,non-stop,5,18,160,3625
Jet Airways,Delhi,Cochin,1 stop,6,6,1325,14714
Multiple carriers,Delhi,Cochin,2 stops,3,27,695,6653
SpiceJet,Chennai,Kolkata,non-stop,1,5,135,3597
Jet Airways,Delhi,Cochin,1 stop,9,4,335,12242
Jet Airways,Banglore,New Delhi,1 stop,3,18,1310,11087
Jet Airways,Delhi,Cochin,1 stop,3,6,1355,10262
Multiple carriers,Delhi,Cochin,1 stop,6,24,750,7198
SpiceJet,Banglore,Delhi,non-stop,5,21,170,3625
Multiple carriers,Delhi,Cochin,1 stop,5,27,675,11761
GoAir,Delhi,Cochin,1 stop,9,6,355,5897
Air Asia,Delhi,Cochin,1 stop,6,6,340,11410
Jet Airways,Delhi,Cochin,1 stop,6,15,1530,10262
Jet Airways,Delhi,Cochin,1 stop,3,6,540,14714
SpiceJet,Mumbai,Hyderabad,non-stop,12,5,90,2017
Jet Airways,Delhi,Cochin,1 stop,5,18,335,12373
Jet Airways,Delhi,Cochin,1 stop,1,4,1595,5406
Jet Airways,Delhi,Cochin,1 stop,5,18,360,12373
Jet Airways,Delhi,Cochin,2 stops,5,18,1760,15129
Air India,Kolkata,Banglore,1 stop,12,6,545,8366
Multiple carriers,Delhi,Cochin,1 stop,9,4,630,10877
Air India,Delhi,Cochin,2 stops,6,3,1410,12646
Jet Airways,Delhi,Cochin,2 stops,1,6,1300,13376
Vistara,Kolkata,Banglore,1 stop,5,24,790,9555
IndiGo,Banglore,Delhi,non-stop,5,21,170,3625
Vistara,Kolkata,Banglore,1 stop,6,6,1580,8662
IndiGo,Delhi,Cochin,1 stop,3,3,315,12214
Jet Airways,Delhi,Cochin,1 stop,9,3,1525,14053
SpiceJet,Kolkata,Banglore,non-stop,5,21,150,3841
GoAir,Delhi,Cochin,1 stop,3,27,440,4563
Air Asia,Delhi,Cochin,1 stop,4,27,870,6451
Jet Airways,Banglore,Delhi,non-stop,6,15,175,8016
IndiGo,Delhi,Cochin,1 stop,5,27,845,6104
Jet Airways,Kolkata,Banglore,1 stop,6,6,435,11316
SpiceJet,Kolkata,Banglore,non-stop,5,21,150,3873
IndiGo,Banglore,Delhi,non-stop,5,24,170,4990
Jet Airways,Kolkata,Banglore,1 stop,5,21,1150,10844
Air Asia,Banglore,Delhi,non-stop,5,18,170,4483
Jet Airways,Kolkata,Banglore,1 stop,1,5,775,14781
Jet Airways,Delhi,Cochin,1 stop,5,21,600,16079
IndiGo,Delhi,Cochin,1 stop,9,5,415,8542
Jet Airways,Banglore,Delhi,non-stop,4,27,180,7229
Multiple carriers,Delhi,Cochin,1 stop,12,6,545,9646
Air India,Delhi,Cochin,2 stops,9,3,1940,17476
Vistara,Banglore,New Delhi,non-stop,3,24,165,6138
Jet Airways,Delhi,Cochin,1 stop,3,27,745,6540
Jet Airways,Kolkata,Banglore,1 stop,6,6,1730,10539
Jet Airways,Delhi,Cochin,1 stop,3,6,1010,10262
Jet Airways,Banglore,Delhi,non-stop,9,4,175,7229
IndiGo,Delhi,Cochin,non-stop,6,3,195,7673
Jet Airways,Kolkata,Banglore,1 stop,12,6,1520,12692
SpiceJet,Chennai,Kolkata,non-stop,5,27,140,3543
IndiGo,Delhi,Cochin,1 stop,5,15,325,8618
Jet Airways,Delhi,Cochin,1 stop,3,21,1385,5406
Jet Airways,Kolkata,Banglore,1 stop,1,4,685,12681
Jet Airways,Kolkata,Banglore,1 stop,3,24,790,13339
Jet Airways,Delhi,Cochin,2 stops,5,18,1760,16704
Jet Airways,Banglore,New Delhi,1 stop,1,3,1455,22270
Jet Airways,Banglore,Delhi,non-stop,6,18,180,8016
IndiGo,Kolkata,Banglore,non-stop,9,6,150,5644
Air India,Delhi,Cochin,non-stop,4,27,180,6094
GoAir,Banglore,Delhi,non-stop,3,6,165,3419
Jet Airways,Banglore,New Delhi,1 stop,3,15,375,9134
Air Asia,Banglore,Delhi,non-stop,6,18,170,3383
Jet Airways,Kolkata,Banglore,1 stop,6,6,740,14571
Air India,Kolkata,Banglore,2 stops,1,4,1165,12639
IndiGo,Chennai,Kolkata,non-stop,3,5,145,3850
Jet Airways,Delhi,Cochin,non-stop,6,6,195,9564
Air India,Mumbai,Hyderabad,non-stop,6,6,80,3100
Jet Airways,Kolkata,Banglore,1 stop,6,6,840,14151
Jet Airways,Mumbai,Hyderabad,non-stop,3,27,90,5678
Vistara,Mumbai,Hyderabad,1 stop,12,3,1450,12080
IndiGo,Kolkata,Banglore,non-stop,6,3,160,4778
Jet Airways,Mumbai,Hyderabad,non-stop,5,15,90,4995
IndiGo,Chennai,Kolkata,non-stop,3,27,140,4326
Multiple carriers,Delhi,Cochin,1 stop,6,3,515,24318
IndiGo,Mumbai,Hyderabad,non-stop,3,3,85,5755
IndiGo,Kolkata,Banglore,1 stop,12,5,220,5276
IndiGo,Delhi,Cochin,2 stops,3,3,825,9413
IndiGo,Delhi,Cochin,1 stop,4,21,295,7074
Jet Airways,Banglore,New Delhi,1 stop,6,3,1090,13502
Jet Airways,Kolkata,Banglore,1 stop,5,21,1365,13067
Jet Airways,Mumbai,Hyderabad,non-stop,5,21,85,8040
Multiple carriers,Delhi,Cochin,1 stop,9,5,435,15078
Jet Airways,Delhi,Cochin,2 stops,6,15,1300,10919
IndiGo,Mumbai,Hyderabad,non-stop,3,15,85,2754
IndiGo,Banglore,Delhi,non-stop,9,5,170,4823
Air India,Kolkata,Banglore,2 stops,6,6,610,10697
Air India,Kolkata,Banglore,2 stops,6,5,1100,14083
Multiple carriers,Delhi,Cochin,1 stop,9,5,540,6513
Vistara,Kolkata,Banglore,1 stop,9,6,700,9555
Jet Airways,Banglore,New Delhi,1 stop,3,18,570,12284
Vistara,Banglore,Delhi,non-stop,9,5,155,4878
Jet Airways,Kolkata,Banglore,1 stop,5,24,330,14178
Multiple carriers,Delhi,Cochin,1 stop,1,6,750,7723
IndiGo,Banglore,Delhi,non-stop,1,4,175,4823
Jet Airways,Banglore,New Delhi,1 stop,12,3,650,12547
IndiGo,Kolkata,Banglore,1 stop,6,6,295,11160
Multiple carriers,Delhi,Cochin,1 stop,3,3,650,15342
Jet Airways,Kolkata,Banglore,1 stop,5,21,800,10844
Jet Airways,Delhi,Cochin,1 stop,9,3,1685,11848
Jet Airways,Delhi,Cochin,2 stops,9,6,600,14237
Jet Airways,Kolkata,Banglore,1 stop,5,18,665,8586
IndiGo,Banglore,Delhi,non-stop,9,6,175,4823
SpiceJet,Banglore,Delhi,non-stop,12,5,175,4423
Jet Airways,Kolkata,Banglore,1 stop,5,18,590,10844
Vistara,Kolkata,Banglore,1 stop,1,4,1350,7927
SpiceJet,Kolkata,Banglore,1 stop,5,24,520,6643
IndiGo,Banglore,Delhi,non-stop,1,5,170,3943
Jet Airways,Kolkata,Banglore,1 stop,9,6,1540,10539
Multiple carriers,Delhi,Cochin,1 stop,9,5,720,13727
Jet Airways,Banglore,New Delhi,1 stop,3,18,365,11087
Jet Airways,Delhi,Cochin,1 stop,3,21,650,6540
Jet Airways,Kolkata,Banglore,1 stop,12,6,875,7594
Air India,Delhi,Cochin,2 stops,5,27,1245,13643
IndiGo,Delhi,Cochin,non-stop,3,6,195,5601
GoAir,Delhi,Cochin,1 stop,5,27,355,5752
Air India,Mumbai,Hyderabad,non-stop,12,6,90,3100
SpiceJet,Delhi,Cochin,1 stop,3,3,310,9748
Jet Airways,Delhi,Cochin,2 stops,6,27,1390,15339
Jet Airways,Kolkata,Banglore,1 stop,5,15,705,10844
Air India,Delhi,Cochin,2 stops,6,15,1410,9653
Jet Airways,Kolkata,Banglore,1 stop,9,6,1285,14571
Air India,Kolkata,Banglore,1 stop,12,6,1100,8366
Jet Airways,Delhi,Cochin,2 stops,6,15,1125,10368
Jet Airways,Delhi,Cochin,non-stop,6,4,195,4886
Air India,Kolkata,Banglore,2 stops,5,15,1385,14960
Air Asia,Kolkata,Banglore,1 stop,3,24,215,5554
IndiGo,Delhi,Cochin,1 stop,1,6,415,6628
Jet Airways,Delhi,Cochin,1 stop,9,6,600,10262
Jet Airways,Delhi,Cochin,1 stop,9,5,1595,12373
Air India,Kolkata,Banglore,2 stops,1,5,2065,10991
IndiGo,Banglore,Delhi,non-stop,3,5,175,3943
IndiGo,Banglore,New Delhi,non-stop,3,24,170,6860
SpiceJet,Delhi,Cochin,1 stop,6,27,295,4957
IndiGo,Mumbai,Hyderabad,1 stop,6,3,435,7681
Multiple carriers,Delhi,Cochin,1 stop,12,6,930,13377
IndiGo,Chennai,Kolkata,non-stop,6,24,140,3597
Air India,Delhi,Cochin,1 stop,9,3,1010,9064
Multiple carriers,Delhi,Cochin,1 stop,6,6,460,10678
Vistara,Banglore,Delhi,non-stop,6,4,165,5613
SpiceJet,Kolkata,Banglore,non-stop,3,24,160,4781
Air India,Delhi,Cochin,2 stops,5,27,1275,10231
Multiple carriers,Delhi,Cochin,1 stop,12,6,780,7408
Multiple carriers,Delhi,Cochin,1 stop,3,6,630,11200
Jet Airways,Kolkata,Banglore,1 stop,1,5,800,11467
Multiple carriers,Delhi,Cochin,1 stop,6,24,525,12192
GoAir,Delhi,Cochin,1 stop,6,3,440,6393
Jet Airways,Kolkata,Banglore,1 stop,9,6,705,14571
Air India,Banglore,New Delhi,2 stops,3,3,1705,12599
Air Asia,Banglore,New Delhi,non-stop,3,18,170,4284
Jet Airways,Mumbai,Hyderabad,non-stop,9,3,90,4995
Air Asia,Banglore,Delhi,non-stop,12,5,170,4483
Multiple carriers,Delhi,Cochin,1 stop,12,6,610,10877
Vistara,Banglore,Delhi,non-stop,1,6,165,4878
Jet Airways,Delhi,Cochin,2 stops,6,27,1760,15339
Jet Airways,Banglore,New Delhi,1 stop,12,3,810,13817
Air India,Banglore,Delhi,non-stop,4,24,165,6121
Jet Airways,Banglore,New Delhi,1 stop,6,3,920,16736
Air Asia,Delhi,Cochin,1 stop,6,3,660,8627
Air India,Banglore,Delhi,non-stop,4,15,165,6121
IndiGo,Delhi,Cochin,1 stop,3,3,635,14871
Jet Airways,Banglore,New Delhi,1 stop,3,18,680,13555
Jet Airways,Delhi,Cochin,2 stops,12,6,535,10368
Air India,Kolkata,Banglore,2 stops,9,5,1830,9626
Jet Airways,Mumbai,Hyderabad,non-stop,5,21,90,5678
Jet Airways,Banglore,Delhi,non-stop,12,4,185,7229
Jet Airways,Mumbai,Hyderabad,non-stop,3,4,90,3205
IndiGo,Delhi,Cochin,1 stop,3,6,490,6938
IndiGo,Chennai,Kolkata,non-stop,6,24,140,5277
Jet Airways,Mumbai,Hyderabad,non-stop,6,15,90,3210
Multiple carriers,Delhi,Cochin,1 stop,5,15,420,13727
IndiGo,Delhi,Cochin,1 stop,6,27,345,5775
Air Asia,Banglore,Delhi,non-stop,4,18,170,4282
Multiple carriers,Delhi,Cochin,1 stop,1,6,470,8937
Jet Airways,Kolkata,Banglore,1 stop,9,5,520,13941
Multiple carriers,Delhi,Cochin,1 stop,3,21,390,8307
Multiple carriers,Delhi,Cochin,1 stop,3,6,780,13797
Air India,Banglore,New Delhi,2 stops,3,15,655,6593
Jet Airways,Banglore,Delhi,non-stop,1,6,180,8016
Jet Airways,Delhi,Cochin,1 stop,12,6,395,10262
Jet Airways,Kolkata,Banglore,1 stop,5,24,800,13067
Jet Airways,Delhi,Cochin,1 stop,9,3,745,16289
Jet Airways,Delhi,Cochin,2 stops,3,21,1325,12273
IndiGo,Banglore,Delhi,non-stop,6,15,170,3943
Jet Airways,Kolkata,Banglore,1 stop,12,5,1730,13067
IndiGo,Delhi,Cochin,1 stop,6,3,320,5647
IndiGo,Delhi,Cochin,1 stop,1,6,305,6593
Jet Airways,Delhi,Cochin,1 stop,6,6,395,10262
Jet Airways,Banglore,New Delhi,1 stop,3,15,280,8578
IndiGo,Banglore,Delhi,non-stop,4,15,180,4823
IndiGo,Delhi,Cochin,1 stop,9,3,345,7060
Jet Airways,Banglore,Delhi,non-stop,3,6,175,5769
Multiple carriers,Delhi,Cochin,1 stop,3,21,620,7695
Jet Airways,Delhi,Cochin,2 stops,6,27,810,13292
Jet Airways,Kolkata,Banglore,1 stop,3,24,660,14231
Jet Airways,Delhi,Cochin,2 stops,9,6,440,15812
SpiceJet,Mumbai,Hyderabad,non-stop,3,6,90,2753
Jet Airways,Kolkata,Banglore,1 stop,5,21,740,14781
Air India,Kolkata,Banglore,2 stops,5,18,875,12093
Air Asia,Kolkata,Banglore,non-stop,9,5,150,3807
Air India,Kolkata,Banglore,3 stops,1,4,1830,8607
IndiGo,Banglore,New Delhi,1 stop,3,18,260,4437
Jet Airways,Banglore,Delhi,non-stop,4,18,180,7229
Jet Airways,Mumbai,Hyderabad,non-stop,1,4,85,5678
IndiGo,Banglore,Delhi,non-stop,4,27,180,3943
Jet Airways,Delhi,Cochin,1 stop,6,3,705,17234
Multiple carriers,Delhi,Cochin,1 stop,12,6,615,14848
IndiGo,Delhi,Cochin,1 stop,3,21,320,5761
Jet Airways,Delhi,Cochin,2 stops,1,6,1615,13014
GoAir,Banglore,Delhi,non-stop,9,4,165,4239
Multiple carriers,Delhi,Cochin,1 stop,6,3,375,17267
Jet Airways,Delhi,Cochin,2 stops,6,24,505,12410
Air India,Delhi,Cochin,2 stops,6,24,500,11753
GoAir,Banglore,Delhi,non-stop,12,4,165,6722
IndiGo,Mumbai,Hyderabad,non-stop,9,6,90,2754
Jet Airways,Delhi,Cochin,2 stops,5,21,810,15129
Jet Airways,Delhi,Cochin,2 stops,12,6,1125,13014
Jet Airways,Delhi,Cochin,2 stops,9,6,1375,13292
Jet Airways,Delhi,Cochin,non-stop,12,6,195,9564
Vistara,Kolkata,Banglore,1 stop,6,5,1555,8137
Air India,Delhi,Cochin,non-stop,6,6,185,6094
Multiple carriers,Delhi,Cochin,1 stop,12,6,645,7354
IndiGo,Delhi,Cochin,non-stop,12,5,195,6015
Air India,Banglore,New Delhi,2 stops,1,3,2345,17135
IndiGo,Delhi,Cochin,non-stop,6,27,195,5000
Jet Airways,Delhi,Cochin,1 stop,3,6,1620,14714
Air India,Delhi,Cochin,1 stop,3,6,955,7258
Jet Airways,Delhi,Cochin,2 stops,5,18,535,13029
Air India,Delhi,Cochin,2 stops,5,21,2295,9968
Jet Airways,Kolkata,Banglore,1 stop,1,5,520,8586
Jet Airways,Delhi,Cochin,1 stop,5,21,450,12898
Jet Airways,Banglore,Delhi,non-stop,6,4,185,4544
Air Asia,Delhi,Cochin,1 stop,4,21,330,7452
Air India,Kolkata,Banglore,1 stop,12,5,1440,6528
IndiGo,Kolkata,Banglore,non-stop,9,3,160,4148
Jet Airways,Kolkata,Banglore,1 stop,9,5,1330,8586
Multiple carriers,Delhi,Cochin,1 stop,6,15,540,13504
Air Asia,Kolkata,Banglore,1 stop,12,6,720,5192
Multiple carriers,Delhi,Cochin,1 stop,5,21,465,14848
IndiGo,Banglore,Delhi,non-stop,3,5,170,4823
Multiple carriers,Delhi,Cochin,1 stop,6,3,640,15147
SpiceJet,Delhi,Cochin,1 stop,3,6,270,5726
Jet Airways,Delhi,Cochin,1 stop,9,5,1295,12373
IndiGo,Chennai,Kolkata,non-stop,12,6,140,3850
Multiple carriers,Delhi,Cochin,1 stop,5,18,520,9794
IndiGo,Kolkata,Banglore,non-stop,12,6,150,4804
IndiGo,Delhi,Cochin,2 stops,3,27,565,6494
Jet Airways,Kolkata,Banglore,1 stop,1,5,1215,8586
Jet Airways,Kolkata,Banglore,1 stop,6,6,740,10844
Jet Airways,Kolkata,Banglore,1 stop,6,5,1005,8066
Jet Airways,Kolkata,Banglore,1 stop,5,21,1540,13067
SpiceJet,Kolkata,Banglore,1 stop,5,15,520,6381
Jet Airways,Kolkata,Banglore,1 stop,1,4,705,12681
Vistara,Mumbai,Hyderabad,1 stop,6,3,1505,12395
Air India,Banglore,New Delhi,1 stop,9,3,785,8425
Multiple carriers,Delhi,Cochin,2 stops,6,27,460,18275
Jet Airways,Kolkata,Banglore,1 stop,1,5,585,8586
Jet Airways,Delhi,Cochin,2 stops,3,21,485,8367
Jet Airways,Delhi,Cochin,2 stops,5,21,1430,15129
SpiceJet,Banglore,Delhi,non-stop,3,4,170,3919
Air India,Delhi,Cochin,2 stops,5,18,865,12199
IndiGo,Banglore,Delhi,non-stop,1,4,165,3943
Multiple carriers,Delhi,Cochin,1 stop,6,6,645,7677
Jet Airways,Delhi,Cochin,1 stop,5,18,450,15554
GoAir,Banglore,New Delhi,non-stop,3,15,175,5706
SpiceJet,Mumbai,Hyderabad,non-stop,6,24,90,2017
Jet Airways,Mumbai,Hyderabad,non-stop,3,5,85,4995
Jet Airways,Delhi,Cochin,1 stop,6,3,1225,15974
GoAir,Kolkata,Banglore,1 stop,9,6,455,9495
Air India,Delhi,Cochin,non-stop,3,27,170,4729
Air India,Banglore,Delhi,non-stop,6,5,165,5228
Multiple carriers,Delhi,Cochin,1 stop,3,3,935,16863
IndiGo,Delhi,Cochin,1 stop,5,21,895,6794
Jet Airways,Banglore,Delhi,non-stop,4,21,180,7229
Jet Airways,Kolkata,Banglore,1 stop,6,6,730,6812
IndiGo,Banglore,New Delhi,non-stop,3,3,175,6144
GoAir,Delhi,Cochin,1 stop,12,6,355,5281
Multiple carriers,Delhi,Cochin,1 stop,5,18,860,7564
SpiceJet,Mumbai,Hyderabad,non-stop,1,4,90,1965
Air India,Delhi,Cochin,2 stops,3,3,1545,15113
Air India,Delhi,Cochin,1 stop,5,18,1300,8372
SpiceJet,Banglore,Delhi,non-stop,3,5,160,3625
IndiGo,Kolkata,Banglore,non-stop,12,4,150,5224
Jet Airways,Delhi,Cochin,1 stop,6,24,1415,10262
Vistara,Kolkata,Banglore,1 stop,3,24,770,12312
Multiple carriers,Delhi,Cochin,1 stop,6,6,455,10877
Jet Airways,Mumbai,Hyderabad,non-stop,3,4,85,5678
Jet Airways,Delhi,Cochin,1 stop,3,6,940,10262
IndiGo,Banglore,New Delhi,non-stop,9,3,175,6860
SpiceJet,Mumbai,Hyderabad,non-stop,1,5,90,1965
Jet Airways,Kolkata,Banglore,1 stop,6,5,1610,9663
Multiple carriers,Delhi,Cochin,1 stop,5,21,480,14067
Jet Airways,Kolkata,Banglore,1 stop,6,6,1660,10844
Jet Airways,Delhi,Cochin,1 stop,5,18,940,12373
Jet Airways,Delhi,Cochin,2 stops,6,15,1375,10368
SpiceJet,Mumbai,Hyderabad,non-stop,9,6,90,1965
Multiple carriers,Delhi,Cochin,1 stop,12,6,675,15058
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,90,5678
Air India,Delhi,Cochin,2 stops,3,27,1580,6565
IndiGo,Banglore,Delhi,non-stop,3,4,170,4077
IndiGo,Delhi,Cochin,1 stop,3,21,825,6790
IndiGo,Chennai,Kolkata,non-stop,1,5,145,3850
Vistara,Banglore,Delhi,non-stop,3,5,155,5613
Air India,Kolkata,Banglore,2 stops,12,6,1165,13532
Jet Airways,Delhi,Cochin,1 stop,3,21,520,12557
Air Asia,Banglore,New Delhi,non-stop,1,3,170,10715
SpiceJet,Chennai,Kolkata,non-stop,3,18,155,3807
IndiGo,Banglore,Delhi,non-stop,4,27,175,4823
Air Asia,Kolkata,Banglore,non-stop,6,5,150,4409
Jet Airways,Kolkata,Banglore,1 stop,12,5,910,14388
Air India,Delhi,Cochin,non-stop,3,3,170,7931
IndiGo,Banglore,Delhi,non-stop,4,15,170,3943
Multiple carriers,Delhi,Cochin,1 stop,1,6,510,7408
Jet Airways,Delhi,Cochin,1 stop,1,6,610,14714
Air Asia,Delhi,Cochin,1 stop,9,6,470,8759
Multiple carriers,Delhi,Cochin,1 stop,6,24,480,13587
Jet Airways,Banglore,New Delhi,1 stop,12,3,875,13817
Jet Airways,Kolkata,Banglore,1 stop,12,5,520,8586
SpiceJet,Kolkata,Banglore,non-stop,1,4,140,3841
Multiple carriers,Delhi,Cochin,1 stop,3,21,545,6717
IndiGo,Kolkata,Banglore,non-stop,6,24,160,4804
Jet Airways,Delhi,Cochin,2 stops,9,4,1775,9483
Jet Airways,Delhi,Cochin,2 stops,5,18,810,13029
Air India,Delhi,Cochin,2 stops,9,6,2240,10493
IndiGo,Kolkata,Banglore,1 stop,3,24,280,7476
Vistara,Banglore,Delhi,non-stop,4,18,170,5403
SpiceJet,Chennai,Kolkata,non-stop,6,21,135,3597
Jet Airways,Delhi,Cochin,1 stop,9,6,885,10262
SpiceJet,Mumbai,Hyderabad,non-stop,9,6,90,2227
Air India,Mumbai,Hyderabad,non-stop,1,3,90,10082
SpiceJet,Kolkata,Banglore,non-stop,5,18,145,4439
IndiGo,Delhi,Cochin,1 stop,6,15,635,6442
Multiple carriers,Delhi,Cochin,1 stop,5,21,375,14848
Air India,Delhi,Cochin,2 stops,9,3,1485,18211
Jet Airways,Kolkata,Banglore,1 stop,1,5,520,13941
IndiGo,Kolkata,Banglore,non-stop,1,3,160,4778
IndiGo,Banglore,Delhi,non-stop,9,4,170,4823
Air India,Mumbai,Hyderabad,non-stop,5,24,85,3100
Jet Airways,Delhi,Cochin,2 stops,5,27,1045,15129
IndiGo,Kolkata,Banglore,non-stop,5,18,155,4804
IndiGo,Banglore,Delhi,non-stop,6,5,170,4823
IndiGo,Delhi,Cochin,1 stop,3,3,400,14871
Jet Airways,Delhi,Cochin,2 stops,6,27,1195,11150
Multiple carriers,Delhi,Cochin,1 stop,3,27,705,8371
Jet Airways,Kolkata,Banglore,1 stop,5,18,1200,9663
IndiGo,Chennai,Kolkata,non-stop,3,27,145,3858
Jet Airways,Delhi,Cochin,2 stops,5,24,1430,15129
Jet Airways,Delhi,Cochin,2 stops,3,6,1295,13292
Jet Airways,Banglore,Delhi,non-stop,6,4,175,7229
IndiGo,Delhi,Cochin,1 stop,9,5,810,7191
Multiple carriers,Delhi,Cochin,1 stop,5,15,645,8099
Jet Airways,Delhi,Cochin,2 stops,6,27,1045,11150
Jet Airways,Kolkata,Banglore,1 stop,12,5,1545,10844
Jet Airways,Delhi,Cochin,2 stops,6,6,1125,13014
IndiGo,Delhi,Cochin,1 stop,6,27,845,5684
Air India,Banglore,New Delhi,2 stops,12,3,1475,12725
IndiGo,Delhi,Cochin,1 stop,6,3,515,13611
Multiple carriers,Delhi,Cochin,1 stop,1,6,630,13377
Jet Airways,Delhi,Cochin,2 stops,6,15,1375,13292
Multiple carriers,Delhi,Cochin,1 stop,6,3,510,15411
Jet Airways,Delhi,Cochin,1 stop,5,18,395,12373
Multiple carriers,Delhi,Cochin,1 stop,5,18,545,9646
Multiple carriers,Delhi,Cochin,1 stop,12,6,570,13587
IndiGo,Banglore,Delhi,non-stop,4,15,170,4823
Jet Airways,Kolkata,Banglore,1 stop,6,6,1430,10844
Jet Airways,Banglore,New Delhi,non-stop,3,24,160,7229
Jet Airways,Kolkata,Banglore,1 stop,5,18,800,14781
Jet Airways,Delhi,Cochin,1 stop,6,3,350,15103
IndiGo,Banglore,New Delhi,non-stop,3,3,165,6144
IndiGo,Kolkata,Banglore,non-stop,6,27,155,4804
Jet Airways,Kolkata,Banglore,1 stop,9,5,800,14781
Air India,Delhi,Cochin,1 stop,9,4,675,6377
IndiGo,Delhi,Cochin,non-stop,3,27,195,4729
Air India,Kolkata,Banglore,2 stops,5,21,1320,15107
Jet Airways,Kolkata,Banglore,1 stop,5,15,520,13941
IndiGo,Mumbai,Hyderabad,non-stop,3,18,85,2754
Jet Airways,Banglore,Delhi,non-stop,4,21,165,4544
IndiGo,Chennai,Kolkata,non-stop,6,3,140,7295
Jet Airways,Kolkata,Banglore,1 stop,5,18,865,9663
Jet Airways,Banglore,New Delhi,1 stop,3,21,495,7832
Multiple carriers,Delhi,Cochin,1 stop,1,6,525,12192
SpiceJet,Chennai,Kolkata,non-stop,3,24,135,3859
Jet Airways,Banglore,Delhi,non-stop,1,4,180,7229
Air India,Delhi,Cochin,2 stops,3,3,1410,12646
Multiple carriers,Delhi,Cochin,1 stop,6,24,920,6723
Air India,Banglore,Delhi,non-stop,5,15,170,5228
Jet Airways,Kolkata,Banglore,1 stop,5,15,735,13941
Vistara,Banglore,Delhi,non-stop,5,24,170,4668
Jet Airways,Banglore,Delhi,non-stop,6,24,180,5769
Multiple carriers,Delhi,Cochin,1 stop,5,15,510,8073
Air India,Kolkata,Banglore,2 stops,5,18,765,11642
Vistara,Banglore,Delhi,non-stop,12,4,170,5403
IndiGo,Delhi,Cochin,1 stop,6,3,645,13611
IndiGo,Delhi,Cochin,1 stop,4,24,965,6162
Jet Airways,Delhi,Cochin,2 stops,5,18,810,15129
Vistara,Delhi,Cochin,non-stop,3,15,175,6688
Jet Airways,Delhi,Cochin,2 stops,3,21,2040,12347
Vistara,Banglore,Delhi,non-stop,6,4,170,5613
Jet Airways,Banglore,Delhi,non-stop,4,24,185,4544
Jet Airways,Delhi,Cochin,1 stop,6,4,715,5406
Jet Airways,Banglore,Delhi,non-stop,3,5,165,7229
Multiple carriers,Delhi,Cochin,1 stop,6,15,520,11789
Multiple carriers,Delhi,Cochin,1 stop,12,6,385,9646
IndiGo,Mumbai,Hyderabad,non-stop,5,21,90,4049
IndiGo,Delhi,Cochin,1 stop,12,6,630,5684
Jet Airways,Kolkata,Banglore,1 stop,12,5,750,14151
IndiGo,Chennai,Kolkata,non-stop,6,21,140,3597
Jet Airways,Kolkata,Banglore,1 stop,3,24,520,11134
IndiGo,Delhi,Cochin,1 stop,3,6,515,7514
Jet Airways,Banglore,New Delhi,1 stop,6,3,435,19225
Multiple carriers,Delhi,Cochin,1 stop,6,24,600,12927
Air Asia,Delhi,Cochin,1 stop,6,24,590,6152
Jet Airways,Kolkata,Banglore,1 stop,6,5,875,9663
IndiGo,Delhi,Cochin,1 stop,3,21,645,7738
SpiceJet,Chennai,Kolkata,non-stop,1,5,135,3597
SpiceJet,Mumbai,Hyderabad,non-stop,5,15,90,1965
Air India,Delhi,Cochin,1 stop,9,6,1395,8372
IndiGo,Delhi,Cochin,non-stop,5,27,195,6015
Jet Airways,Kolkata,Banglore,1 stop,12,5,690,14151
Multiple carriers,Delhi,Cochin,1 stop,3,21,915,7695
IndiGo,Delhi,Cochin,non-stop,12,6,195,5601
Jet Airways,Kolkata,Banglore,1 stop,6,5,800,9663
Air Asia,Delhi,Cochin,1 stop,6,6,870,8759
IndiGo,Delhi,Cochin,1 stop,3,6,500,6104
Multiple carriers,Delhi,Cochin,1 stop,3,6,435,13377
SpiceJet,Delhi,Cochin,1 stop,5,18,380,7317
Jet Airways,Kolkata,Banglore,1 stop,12,5,890,9663
Air India,Mumbai,Hyderabad,non-stop,3,21,90,3100
IndiGo,Chennai,Kolkata,non-stop,9,3,135,6297
Multiple carriers,Delhi,Cochin,1 stop,9,3,640,18260
Jet Airways,Mumbai,Hyderabad,non-stop,3,27,90,5678
Jet Airways,Kolkata,Banglore,1 stop,5,15,730,10844
